iter	Logloss
185	0.06643488952
186	0.06599120744
187	0.06514576018
188	0.0644395544
189	0.06369913885
190	0.06304798739
191	0.06257505315
192	0.06187329314
193	0.06125628461
194	0.06020820838
195	0.05984318605
196	0.05897230465
197	0.05800413586
198	0.05740544612
199	0.05659854515
200	0.05607798854
201	0.05557919155
202	0.05509371132
203	0.05431791256
204	0.05399086255
205	0.05374444716
206	0.0530428458
207	0.05251630931
208	0.05201888382
209	0.05153150599
210	0.05130469831
211	0.05067282792
212	0.05020756588
213	0.04980777307
214	0.0493868713
215	0.04917607801
216	0.04846687809
217	0.04828291014
218	0.04791052005
219	0.04773134944
220	0.04700092226
221	0.04663365009
222	0.04654262104
223	0.04591040103
224	0.0455147716
225	0.04517432223
226	0.0450170973
227	0.04468845826
228	0.0443300222
229	0.04417749835
230	0.04381201139
231	0.04337408976
232	0.04322576059
233	0.04308251549
234	0.04294345797
235	0.04280902727
236	0.0423795691
237	0.04224715362
238	0.04211924067
239	0.04199487371
240	0.04187374986
241	0.04145783471
242	0.0413384772
243	0.04094353465
244	0.04082600257
245	0.04071235356
246	0.04060166333
247	0.04049403177
248	0.04038897046
249	0.04000230023
250	0.03989879581
251	0.03979770584
252	0.03969975712
253	0.03959524566
254	0.03930276091
255	0.0389306376
256	0.03883548346
257	0.03847906398
258	0.03838526006
259	0.03829410379
260	0.03802183435
261	0.03793250748
262	0.03784570857
263	0.0375051783
264	0.0374193243
265	0.03733561341
266	0.0372733877
267	0.03721281791
268	0.03715377943
269	0.03681991996
270	0.03674090061
271	0.03668322127
272	0.03630693235
273	0.03625093613
274	0.03596079161
275	0.03560009496
276	0.03533230546
277	0.03504107601
278	0.03470054713
279	0.03444823958
280	0.03421465825
281	0.03397171336
282	0.03364669767
283	0.03338606117
284	0.03315719534
285	0.03288896602
286	0.03271254188
287	0.03245908587
288	0.03224347266
289	0.03186480324
290	0.03169695157
291	0.03148877678
292	0.03145040948
293	0.03137435715
294	0.03117742744
295	0.03101873111
296	0.0307802465
297	0.03058667859
298	0.03055131257
299	0.03032581098
300	0.03017532487
301	0.02998226627
302	0.02994785182
303	0.0299134973
304	0.02987961011
305	0.02965777821
306	0.02943579314
307	0.02929520445
308	0.02922845878
309	0.02901917702
310	0.02884633552
311	0.02878157172
312	0.02860461332
313	0.0285732132
314	0.0282605787
315	0.02812698105
316	0.02799796267
317	0.02793603103
318	0.02776912562
319	0.02773923124
320	0.0276789671
321	0.02752163774
322	0.02735893646
323	0.02719888567
324	0.0271703248
325	0.02714272797
326	0.02702222336
327	0.02699453269
328	0.02693745557
329	0.02678258503
330	0.02675585736
331	0.02669995266
332	0.02654787197
333	0.02652189821
334	0.02637338008
335	0.02634731571
336	0.02629324661
337	0.02614775377
338	0.02612263
339	0.02606943351
340	0.02592773424
341	0.02578544197
342	0.02564593848
343	0.02562210846
344	0.02559766986
345	0.02546168892
346	0.02536214696
347	0.02522667309
348	0.02520331402
349	0.02518010248
350	0.02513188962
351	0.02499933852
352	0.02497639666
353	0.02484224911
354	0.02471216178
355	0.02458372946
356	0.02453737547
357	0.02441142805
358	0.02438923853
359	0.02434367576
360	0.02422011231
361	0.02419904001
362	0.02415432004
363	0.02403319742
364	0.02401178209
365	0.02396778578
366	0.02384913988
367	0.02382908256
368	0.0237863275
369	0.02366934174
370	0.02365036065
371	0.02356188063
372	0.02354289633
373	0.023500653
374	0.02338671823
375	0.02336809772
376	0.02332677623
377	0.02321452265
378	0.02319644324
379	0.02308622044
380	0.02306793622
381	0.02302790382
382	0.02291934747
383	0.02290161731
384	0.02286201535
385	0.02275570159
386	0.02273855164
387	0.02269947245
388	0.02259443235
389	0.02257777178
390	0.0224516281
391	0.02234875337
392	0.02233271083
393	0.02227967371
394	0.0221788267
395	0.0221623452
396	0.02214677059
397	0.022034366
398	0.02193551231
399	0.02183797212
400	0.02178759407
401	0.02169213999
402	0.02167762392
403	0.02166348973
404	0.02161372897
405	0.02152015802
406	0.02150619192
407	0.0214140461
408	0.02140028367
409	0.02138634412
410	0.02133871744
411	0.02124766791
412	0.02123455991
413	0.02110876623
414	0.02106143368
415	0.02097363946
416	0.0209605699
417	0.02084941429
418	0.02073573567
419	0.02062689287
420	0.02050813208
421	0.02040267708
422	0.02029228252
423	0.02019375735
424	0.02009177529
425	0.01998092508
426	0.01994536704
427	0.01985250709
428	0.01975585784
429	0.01965018239
430	0.01956330291
431	0.01949518511
432	0.01941138722
433	0.01933333139
434	0.01925687878
435	0.01917104845
436	0.01907129031
437	0.01898163484
438	0.01888310701
439	0.01879552629
440	0.01869883563
441	0.01861342782
442	0.0185186381
443	0.01843986615
444	0.01834642205
445	0.01826400935
446	0.01818840848
447	0.01809911799
448	0.01800826584
449	0.0179514192
450	0.01784264826
451	0.01776511398
452	0.01767686706
453	0.01757158617
454	0.01751736212
455	0.01741536003
456	0.01736280006
457	0.01733315258
458	0.01723371383
459	0.01718324139
460	0.01715423035
461	0.01710467476
462	0.01700858946
463	0.01691468446
464	0.01686662291
465	0.01683838532
466	0.01675857425
467	0.01671535919
468	0.01663705205
469	0.01659411753
470	0.01651394436
471	0.01646823271
472	0.01638096466
473	0.01634012707
474	0.01626283841
475	0.01621876002
476	0.01614507933
477	0.01606116692
478	0.01601804266
479	0.01594350674
480	0.01587195428
481	0.01581770256
482	0.01574797362
483	0.01571003782
484	0.01563213854
485	0.01558969884
486	0.01551747554
487	0.01546706066
488	0.01540154256
489	0.01532684681
490	0.01528540744
491	0.01521494997
492	0.01515538237
493	0.01509193175
494	0.01505236647
495	0.01498127537
496	0.01494460882
497	0.01487741742
498	0.01483902571
499	0.0148175803
500	0.01477142953
501	0.01475035676
502	0.01471747092
503	0.01469589009
504	0.01466050009
505	0.0146406588
506	0.0146210454
507	0.01460062715
508	0.01459150465
509	0.01454653838
510	0.01453792302
511	0.01452902817
512	0.01450903615
513	0.01447689714
514	0.01446798905
515	0.0144595685
516	0.0144135074
517	0.01438215813
518	0.0143618344
519	0.01435401267
520	0.01429057702
521	0.01425694072
522	0.01422380992
523	0.01420414763
524	0.01418632783
525	0.01412372298
526	0.01408185046
527	0.01406235644
528	0.01404522992
529	0.01400133091
530	0.01397180645
531	0.01392697116
532	0.01391949866
533	0.01390308332
534	0.01388433254
535	0.01387722368
536	0.01381766228
537	0.01378585139
538	0.01374251275
539	0.01373569855
540	0.01369342236
541	0.0136508309
542	0.01362013007
543	0.0136129663
544	0.01359737459
545	0.01357976555
546	0.01357274295
547	0.01351567282
548	0.01347388151
549	0.01344341656
