datetime,timestamp,open,high,low,close,volume,overall_sentiment_score,btc_sentiment_score,overall_sentiment_0min_avg,btc_sentiment_0min_avg,overall_sentiment_0min_prev,btc_sentiment_0min_prev,overall_sentiment_1min_avg,btc_sentiment_1min_avg,overall_sentiment_1min_prev,btc_sentiment_1min_prev,overall_sentiment_2min_avg,btc_sentiment_2min_avg,overall_sentiment_2min_prev,btc_sentiment_2min_prev,overall_sentiment_3min_avg,btc_sentiment_3min_avg,overall_sentiment_3min_prev,btc_sentiment_3min_prev,overall_sentiment_4min_avg,btc_sentiment_4min_avg,overall_sentiment_4min_prev,btc_sentiment_4min_prev,overall_sentiment_5min_avg,btc_sentiment_5min_avg,overall_sentiment_5min_prev,btc_sentiment_5min_prev,overall_sentiment_6min_avg,btc_sentiment_6min_avg,overall_sentiment_6min_prev,btc_sentiment_6min_prev,overall_sentiment_7min_avg,btc_sentiment_7min_avg,overall_sentiment_7min_prev,btc_sentiment_7min_prev,overall_sentiment_8min_avg,btc_sentiment_8min_avg,overall_sentiment_8min_prev,btc_sentiment_8min_prev,overall_sentiment_9min_avg,btc_sentiment_9min_avg,overall_sentiment_9min_prev,btc_sentiment_9min_prev,overall_sentiment_10min_avg,btc_sentiment_10min_avg,overall_sentiment_10min_prev,btc_sentiment_10min_prev,overall_sentiment_11min_avg,btc_sentiment_11min_avg,overall_sentiment_11min_prev,btc_sentiment_11min_prev,overall_sentiment_12min_avg,btc_sentiment_12min_avg,overall_sentiment_12min_prev,btc_sentiment_12min_prev,overall_sentiment_13min_avg,btc_sentiment_13min_avg,overall_sentiment_13min_prev,btc_sentiment_13min_prev,overall_sentiment_0hour_avg,btc_sentiment_0hour_avg,overall_sentiment_0hour_prev,btc_sentiment_0hour_prev,overall_sentiment_1hour_avg,btc_sentiment_1hour_avg,overall_sentiment_1hour_prev,btc_sentiment_1hour_prev,overall_sentiment_2hour_avg,btc_sentiment_2hour_avg,overall_sentiment_2hour_prev,btc_sentiment_2hour_prev,overall_sentiment_3hour_avg,btc_sentiment_3hour_avg,overall_sentiment_3hour_prev,btc_sentiment_3hour_prev,overall_sentiment_0day_avg,btc_sentiment_0day_avg,overall_sentiment_0day_prev,btc_sentiment_0day_prev,overall_sentiment_1day_avg,btc_sentiment_1day_avg,overall_sentiment_1day_prev,btc_sentiment_1day_prev,overall_sentiment_2day_avg,btc_sentiment_2day_avg,overall_sentiment_2day_prev,btc_sentiment_2day_prev,overall_sentiment_3day_avg,btc_sentiment_3day_avg,overall_sentiment_3day_prev,btc_sentiment_3day_prev,overall_sentiment_4day_avg,btc_sentiment_4day_avg,overall_sentiment_4day_prev,btc_sentiment_4day_prev,overall_sentiment_5day_avg,btc_sentiment_5day_avg,overall_sentiment_5day_prev,btc_sentiment_5day_prev,close_lag_1,close_lag_2,return_1,return_3,ma_5,ma_10,volatility_5,volatility_10,roll_max_5,roll_min_5,rsi_14,macd,macd_signal,bb_middle,bb_upper,bb_lower,ema_10,ema_30,roc_10,golden_cross,slope_ma_5,volume_ma,volume_spike,tr,atr_14,hl_spread,co_spread,body_size,upper_wick,lower_wick,hour,minute,dayofweek,date,crypto: (Worldwide),Cryptocurrency: (Worldwide),Upward,Downward,trend_target,combined_target,trend_label
2023-12-31 20:00:00,1704052800,42596.05,43557.27,42073.23,43534.82,17558.480000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,43534.82,43534.82,,0,,,0,1484.0399999999936,,1484.0399999999936,938.7699999999968,938.7699999999968,22.44999999999709,522.8199999999997,20,0,6,2023-12-31,,,0,0,0,1,none
2024-01-01 20:00:00,1704139200,43534.82,45918.98,43401.04,45060.88,56173.310000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43534.82,,0.03505377993982739,,,,,,,,,121.73698005697952,24.347396011395904,,,,43812.28545454545,43633.27548387097,,0,,,0,2517.9400000000023,,2517.9400000000023,1526.0599999999977,1526.0599999999977,858.1000000000058,133.77999999999884,20,0,0,2024-01-01,,,0,0,0,1,none
2024-01-02 20:00:00,1704225600,45060.88,45513.73,40214.67,42619.54,82544.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45060.88,43534.82,-0.054178702235730736,,,,,,,,,20.976870642283757,23.673290937573476,,,,43595.42264462809,43567.87319458898,,0,,,0,5299.060000000005,,5299.060000000005,-2441.3399999999965,2441.3399999999965,452.8500000000058,2404.8700000000026,20,0,1,2024-01-02,,,0,0,0,1,none
2024-01-03 20:00:00,1704312000,42619.54,44484.41,42547.57,44012.97,44579.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42619.54,45060.88,0.03269462786318211,0.010983162443304106,,,,,,,,52.95152143541054,29.528937037140892,,,,43671.340345604796,43596.58911751873,,0,,,0,1936.8400000000038,,1936.8400000000038,1393.4300000000003,1393.4300000000003,471.4400000000023,71.97000000000116,20,0,2,2024-01-03,,,0,0,0,1,none
2024-01-04 20:00:00,1704398400,44012.97,44797.03,42508.08,43627.1,56751.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44012.97,42619.54,-0.008767188399237846,-0.031818730570730036,43771.062,,,,45060.88,42619.54,,46.61779745356034,32.946709120424785,,,,43663.29664640392,43598.55756154978,,0,,,0,2288.949999999997,,2288.949999999997,-385.8700000000026,385.8700000000026,784.0599999999977,1119.0199999999968,20,0,3,2024-01-04,,,1,0,1,2,up
2024-01-05 20:00:00,1704484800,43627.1,44377.15,43444.9,43938.42,22951.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43627.1,44012.97,0.007135931565471987,0.030945430194694756,43851.78199999999,,0.03651136040752272,,45060.88,42619.54,,65.9588650181613,39.549140299972095,,,,43713.31907433047,43620.48417048205,,0,80.71999999999389,,0,932.25,,932.25,311.3199999999997,311.3199999999997,438.7300000000032,182.1999999999971,20,0,4,2024-01-05,,,0,0,0,1,up
2024-01-06 20:00:00,1704571200,43938.42,44496.47,43701.59,44267.77,18330.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43938.42,43627.1,0.007495717870601659,0.005789202591872211,43693.159999999996,,0.03216926678150665,,44267.77,42619.54,,106.63338957711676,52.96599015540103,,,,43814.128333543114,43662.24454657998,,0,-158.62199999999575,,0,794.8800000000047,,794.8800000000047,329.34999999999854,329.34999999999854,228.70000000000437,236.83000000000175,20,0,5,2024-01-06,,,0,0,0,1,up
2024-01-07 20:00:00,1704657600,44267.77,47295.94,43209.8,47030.12,61503.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44267.77,43938.42,0.062400929615384015,0.07800243426677467,44575.276,,0.02787561899931776,,47030.12,43627.1,,357.6441038090343,113.90161288612768,,,,44398.85409108073,43879.52683389741,,0,882.1160000000018,,0,4086.1399999999994,,4086.1399999999994,2762.350000000006,2762.350000000006,265.8199999999997,1057.969999999994,20,0,6,2024-01-07,,,0,-1,-1,0,down
2024-01-08 20:00:00,1704744000,47030.12,47246.11,45612.98,46890.85,46405.28999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47030.12,44267.77,-0.002961293741117532,0.06719472388856951,45150.852,,0.028432776688800773,,47030.12,43627.1,,539.1193459701244,198.94515950292703,,,,44851.94425633878,44073.80574783951,,0,575.5760000000009,,0,1633.1299999999974,,1633.1299999999974,-139.27000000000407,139.27000000000407,215.98999999999796,1277.8699999999953,20,0,0,2024-01-08,,,0,0,0,1,down
2024-01-09 20:00:00,1704830400,46890.85,47923.17,44326.32,46510.91,73038.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46890.85,47030.12,-0.008102646891664289,0.05067208038715321,45727.614,44749.338,0.028306506402575742,,47030.12,43938.42,,644.8483893046505,288.1258054632717,,,,45153.574391549904,44231.03828023697,,1,576.7620000000024,47983.55,1,3596.8499999999985,,3596.8499999999985,-379.93999999999505,379.93999999999505,1032.3199999999997,2184.590000000004,20,0,1,2024-01-09,,,0,0,0,1,down
