datetime,timestamp,open,high,low,close,volume,close_lag_1,close_lag_2,return_1,return_3,ma_5,ma_10,volatility_5,volatility_10,roll_max_5,roll_min_5,rsi_14,macd,macd_signal,bb_middle,bb_upper,bb_lower,ema_10,ema_30,roc_10,golden_cross,slope_ma_5,volume_ma,volume_spike,tr,atr_14,hl_spread,co_spread,body_size,upper_wick,lower_wick,hour,minute,dayofweek,date,Upward,Downward,trend_target,combined_target
2024-09-01 05:00:00,1725166800,133.7,133.91,132.2,132.68,64929.684,133.71,133.79,-0.007703238351656538,-0.010367718356082523,133.708,133.915,0.0036917325455595334,0.0047276470738131645,134.29,132.68,,-0.4444038108105701,-0.28080159305131436,,,,133.86230246373907,134.4863741506641,-0.01798534527422102,0,-0.2560000000000002,36265.549699999996,1,1.710000000000008,,1.710000000000008,-1.0199999999999818,1.0199999999999818,0.21000000000000796,0.4800000000000182,5,0,6,2024-09-01,0,0,0,1
2024-09-01 05:30:00,1725168600,132.67,132.94,131.09,131.59,125600.452,132.68,133.71,-0.008215254748266565,-0.016443680394648275,133.168,133.538,0.0036151181548406477,0.004930521115206006,134.07,131.59,,-0.6014087463594535,-0.3449230237129422,,,,133.44915656124104,134.29951130223415,-0.027851654846335783,0,-0.539999999999992,47845.618,1,1.8499999999999943,,1.8499999999999943,-1.079999999999984,1.079999999999984,0.27000000000001023,0.5,5,30,6,2024-09-01,1,0,1,2
2024-09-01 06:00:00,1725170400,131.59,132.54,131.49,132.39,39854.124,131.59,132.68,0.006079489322896814,-0.009872111285618268,132.832,133.31199999999998,0.00585517900450913,0.005568285738924726,133.79,131.59,,-0.6537469865033358,-0.4066878162710209,,,,133.2565826410154,134.17631702467065,-0.016784255477163113,0,-0.33600000000001273,50158.6669,0,1.049999999999983,,1.049999999999983,0.799999999999983,0.799999999999983,0.15000000000000568,0.09999999999999432,6,0,6,2024-09-01,0,0,0,1
2024-09-01 06:30:00,1725172200,132.39,132.78,132.09,132.7,27467.559,132.39,131.59,0.002341566583578869,0.00015073861923409204,132.61399999999998,133.219,0.00625547555147123,0.0052766124491899396,133.71,131.59,34.33029908972675,-0.6625732773681818,-0.45786490849045314,,,,133.1553857971944,134.0810707650145,-0.00695951507894943,0,-0.21800000000001774,47363.1643,0,0.6899999999999977,0.9292857142857136,0.6899999999999977,0.3100000000000023,0.3100000000000023,0.0800000000000125,0.29999999999998295,6,30,6,2024-09-01,0,0,0,1
2024-09-01 07:00:00,1725174000,132.69,132.98,132.1,132.21,75051.91100000001,132.7,132.39,-0.0036925395629237023,0.004711604225245081,132.314,133.139,0.006282219922846334,0.005205776836297891,132.7,131.59,32.273838630806765,-0.7010260889874189,-0.5064971445898463,,,,132.9834974704318,133.96035652211032,-0.006014585369520931,0,-0.29999999999998295,46263.700500000006,1,0.8799999999999955,0.9457142857142843,0.8799999999999955,-0.47999999999998977,0.47999999999998977,0.28999999999999204,0.11000000000001364,7,0,6,2024-09-01,0,0,0,1
2024-09-01 07:30:00,1725175800,132.21,133.0,132.14,132.81,31352.336000000003,132.21,132.7,0.004538234626730198,0.0031724450487198297,132.34,133.024,0.005998808801785006,0.004827332712154056,132.81,131.59,35.052754982414896,-0.6753007865353879,-0.5402578729789547,,,,132.95195247580781,133.88613997229675,-0.008584652134965731,0,0.02600000000001046,43449.63480000001,0,0.8600000000000136,0.9721428571428561,0.8600000000000136,0.5999999999999943,0.5999999999999943,0.18999999999999773,0.0700000000000216,7,30,6,2024-09-01,0,0,0,1
2024-09-01 08:00:00,1725177600,132.81,132.84,131.76,131.76,37974.897000000004,132.81,132.21,-0.007906031172351558,-0.007083647324792719,132.374,132.77100000000002,0.005890852308199082,0.005139796885613556,132.81,131.76,33.709131905298634,-0.7312105833432554,-0.5784484150518149,,,,132.73523384384276,133.74896965150342,-0.018839824260927895,0,0.033999999999991815,45003.32230000001,0,1.0800000000000125,0.9885714285714288,1.0800000000000125,-1.0500000000000114,1.0500000000000114,0.030000000000001137,0.0,8,0,6,2024-09-01,0,0,0,1
2024-09-01 08:30:00,1725179400,131.77,132.17,131.14,131.46,66216.378,131.76,132.81,-0.0022768670309653016,-0.005672793283412747,132.18800000000002,132.51000000000002,0.004940015744577573,0.005140312940641625,132.81,131.46,36.687116564417174,-0.7906132949922267,-0.6208813910398973,,,,132.50337314496224,133.6012941901161,-0.019467442380845745,0,-0.18599999999997863,50127.3059,0,1.0300000000000011,0.9678571428571436,1.0300000000000011,-0.3100000000000023,0.3100000000000023,0.39999999999997726,0.3200000000000216,8,30,6,2024-09-01,0,0,0,1
2024-09-01 09:00:00,1725181200,131.45,131.97,131.08,131.68,41548.02,131.46,131.76,0.0016735128556215617,-0.008508395452149653,131.98399999999998,132.29899999999998,0.004821153644366599,0.005265365068557449,132.81,131.46,41.419354838709715,-0.8105941853725369,-0.6588239499064252,,,,132.35366893678727,133.47733972623766,-0.01577098437850355,0,-0.20400000000003615,52553.3362,0,0.8899999999999864,0.9757142857142854,0.8899999999999864,0.2300000000000182,0.2300000000000182,0.28999999999999204,0.3699999999999761,9,0,6,2024-09-01,0,0,0,1
2024-09-01 09:30:00,1725183000,131.67,132.25,130.78,131.22,89514.686,131.68,131.46,-0.003493317132442386,-0.004098360655737654,131.786,132.05,0.0047996166435711205,0.005285182326252808,132.81,131.22,31.129476584021802,-0.8537063452389191,-0.697800428972924,133.10399999999998,135.60942485104033,130.59857514895964,132.14754731191687,133.33170490519007,-0.01862239174332514,0,-0.19799999999997908,59951.004700000005,0,1.4699999999999989,1.0035714285714274,1.4699999999999989,-0.44999999999998863,0.44999999999998863,0.5800000000000125,0.4399999999999977,9,30,6,2024-09-01,0,0,0,1
2024-09-01 10:00:00,1725184800,131.2,131.38,130.37,130.87,78004.94900000001,131.22,131.68,-0.0026672763298277724,-0.004488057203712148,131.398,131.869,0.003419286095200642,0.004892458771562428,131.76,130.87,26.510989010988922,-0.9056750591486207,-0.7393753550080634,132.892,135.40027346784072,130.38372653215927,131.91526598247742,133.17288523388748,-0.01364184504069943,0,-0.38800000000000523,61258.531200000005,0,1.009999999999991,1.0214285714285682,1.009999999999991,-0.3299999999999841,0.3299999999999841,0.18000000000000682,0.5,10,0,6,2024-09-01,0,0,0,1
2024-09-01 10:30:00,1725186600,130.86,131.12,130.27,130.46,35733.986000000004,130.87,131.22,-0.0031328799572094557,-0.009264884568651266,131.138,131.756,0.0020933163819676004,0.004333457625116508,131.68,130.46,25.836680053547425,-0.9687767574066299,-0.7852556354877767,132.647,135.09680858543337,130.19719141456662,131.65067216748153,132.9978603800883,-0.008587278668591769,0,-0.2599999999999909,52271.884600000005,0,0.8499999999999943,1.0499999999999972,0.8499999999999943,-0.4000000000000057,0.4000000000000057,0.2599999999999909,0.18999999999999773,10,30,6,2024-09-01,1,0,1,2
2024-09-01 11:00:00,1725188400,130.47,131.21,130.18,130.97,51275.710999999996,130.46,130.87,0.00390924421278549,-0.0019051973784484089,131.04,131.614,0.003333973487419469,0.003988255106645985,131.68,130.46,31.688311688311572,-0.9664914582366464,-0.8215028000375506,132.46300000000002,134.83079355430104,130.095206445699,131.5269135915758,132.86703067814713,-0.010725885640909372,0,-0.09800000000001319,53414.0433,0,1.0300000000000011,1.0707142857142844,1.0300000000000011,0.5,0.5,0.2400000000000091,0.28999999999999204,11,0,6,2024-09-01,0,0,0,1
2024-09-01 11:30:00,1725190200,130.97,131.98,130.9,131.91,36575.846999999994,130.97,130.46,0.00717721615637168,0.007946817452433752,131.086,131.535,0.0048806819724270195,0.0046809447093062425,131.91,130.46,39.48598130841108,-0.878701079020999,-0.8329424558342404,132.377,134.69064920235954,130.06335079764048,131.59656566583476,132.80528676342797,-0.005953278070836454,0,0.04600000000002069,54324.8721,0,1.079999999999984,1.105714285714283,1.079999999999984,0.9399999999999977,0.9399999999999977,0.06999999999999318,0.06999999999999318,11,30,6,2024-09-01,0,-1,-1,0
2024-09-01 12:00:00,1725192000,131.91,132.16,131.41,131.55,38302.554000000004,131.91,130.97,-0.002729133500113612,0.008355051356737642,131.152,131.469,0.0047398382699405045,0.0046194380453659116,131.91,130.46,42.83903675538653,-0.8286237040911146,-0.8320787054856154,132.304,134.62567271821985,129.98232728178016,131.58809918113752,132.72430052062617,-0.004992058089403173,0,0.06599999999997408,50649.9364,0,0.75,1.0371428571428538,0.75,-0.3599999999999852,0.3599999999999852,0.25,0.14000000000001478,12,0,6,2024-09-01,0,0,0,1
2024-09-01 12:30:00,1725193800,131.55,131.82,130.93,131.04,25538.732000000004,131.55,131.91,-0.0038768529076398384,0.0005344735435595105,131.18599999999998,131.292,0.004968010545118992,0.004360770174008188,131.91,130.46,46.23803009575913,-0.8206300490424496,-0.8297889741969823,132.158,134.40731896125774,129.90868103874223,131.48844478456706,132.61563597090836,-0.013327309690535416,0,0.033999999999991815,50068.576,0,0.8899999999999864,0.9685714285714246,0.8899999999999864,-0.5100000000000193,0.5100000000000193,0.2699999999999818,0.10999999999998522,12,30,6,2024-09-01,0,0,0,1
2024-09-01 13:00:00,1725195600,131.05,131.65,130.93,131.09,24036.007999999998,131.04,131.55,0.0003815628815628802,-0.006216359639147906,131.312,131.225,0.004601371805763771,0.003711854759923081,131.91,130.97,40.091463414634234,-0.8010267005109597,-0.8240365194597778,131.998,134.05587422253876,129.94012577746122,131.41600027828213,132.517207843753,-0.0050850030358225995,1,0.1260000000000332,48674.687099999996,0,0.7199999999999989,0.9449999999999973,0.7199999999999989,0.03999999999999204,0.03999999999999204,0.5600000000000023,0.12000000000000455,13,0,6,2024-09-01,0,0,0,1
2024-09-01 13:30:00,1725197400,131.08,131.62,130.21,131.58,60362.17399999999,131.09,131.04,0.0037378899992372983,0.00022805017103766367,131.43400000000003,131.237,0.0045745901744637125,0.00387624343346612,131.91,131.04,41.691394658753865,-0.7374511231656697,-0.8067194402009563,131.8735,133.69078861074323,130.0562113892568,131.44581840950354,132.4567428215754,0.0009128251939753973,1,0.1220000000000141,48089.2667,0,1.4099999999999966,0.9964285714285686,1.4099999999999966,0.5,0.5,0.03999999999999204,0.8700000000000045,13,30,6,2024-09-01,0,0,0,1
2024-09-01 14:00:00,1725199200,131.58,131.59,130.0,130.73,122736.83900000002,131.58,131.09,-0.006459948320413633,-0.0023656898656898573,131.198,131.142,0.0039471063711681385,0.004335082209773214,131.58,130.73,39.5774647887323,-0.7470434642978034,-0.7947842450203259,131.72050000000002,133.36549208124802,130.075507918752,131.31566960777562,132.34534005889313,-0.007214459295261322,1,-0.23600000000001842,56208.1486,1,1.5900000000000034,1.047142857142855,1.5900000000000034,-0.8500000000000227,0.8500000000000227,0.009999999999990905,0.7299999999999898,14,0,6,2024-09-01,0,0,0,1
2024-09-01 14:30:00,1725201000,130.72,132.7,130.69,131.86,68748.767,130.73,131.58,0.008643769601468954,0.005873827141658516,131.26,131.20600000000002,0.00600865171131536,0.005102086265996317,131.86,130.73,43.77457404980352,-0.6559030653067452,-0.7670080090776098,131.628,132.98475464174436,130.2712453582556,131.41463876999822,132.31402779702907,0.0048773052888280155,1,0.0619999999999834,54131.5567,0,2.009999999999991,1.1292857142857105,2.009999999999991,1.1400000000000148,1.1400000000000148,0.839999999999975,0.030000000000001137,14,30,6,2024-09-01,0,0,0,1
2024-09-01 15:00:00,1725202800,131.85,132.68,131.51,132.26,42710.619,131.86,130.73,0.003033520400424594,0.0051679586563306845,131.504,131.345,0.0055301491070500535,0.005027009761127184,132.26,130.73,53.58166189111746,-0.5451132590851842,-0.7226290590791248,131.607,132.90700971656295,130.30699028343705,131.5683408118167,132.31054213270463,0.010621227172002756,1,0.24399999999999977,50602.123700000004,0,1.170000000000016,1.1357142857142821,1.170000000000016,0.4099999999999966,0.4099999999999966,0.4200000000000159,0.3400000000000034,15,0,6,2024-09-01,0,0,0,1
2024-09-01 15:30:00,1725204600,132.25,134.87,131.85,134.29,147082.648,132.26,131.86,0.015348555874792114,0.027231698921441172,132.144,131.728,0.008016593765821516,0.006494029390150191,134.29,130.73,66.24569460390339,-0.29016269000464945,-0.6361357852642298,131.74200000000002,133.5108128638634,129.97318713613663,132.06318793694095,132.43824909188498,0.029357657519546,1,0.6400000000000148,61736.9899,1,3.0200000000000102,1.27785714285714,3.0200000000000102,2.039999999999992,2.039999999999992,0.5800000000000125,0.4000000000000057,15,30,6,2024-09-01,0,0,0,1
2024-09-01 16:00:00,1725206400,134.29,134.75,132.69,132.95,70583.003,134.29,132.26,-0.009978404944523067,0.008266343091157147,132.41799999999998,131.926,0.010468711286056368,0.0076417013944480765,134.29,130.73,56.45981688708025,-0.19400298271929728,-0.5477092247552433,131.76999999999998,133.5987182741789,129.94128172582106,132.22442649386076,132.4712652795053,0.015117965946399803,1,0.2739999999999725,63667.7191,0,2.0600000000000023,1.3614285714285697,2.0600000000000023,-1.3400000000000034,1.3400000000000034,0.46000000000000796,0.2599999999999909,16,0,6,2024-09-01,0,0,0,1
2024-09-01 16:30:00,1725208200,132.96,133.55,132.71,132.97,35690.115,132.95,134.29,0.00015043249341872844,0.005368214123695703,132.86599999999999,132.032,0.00948595002469681,0.007383196519193355,134.29,131.86,59.31842385516502,-0.11485787891771793,-0.46113895558773826,131.7835,133.6448212624653,129.9221787375347,132.3599853131588,132.5034417130856,0.008035781972557166,1,0.4480000000000075,63579.1459,0,0.8400000000000034,1.31642857142857,0.8400000000000034,0.009999999999990905,0.009999999999990905,0.5800000000000125,0.25,16,30,6,2024-09-01,0,0,0,1
2024-09-01 17:00:00,1725210000,132.97,133.52,132.1,132.31,44105.151,132.97,132.95,-0.004963525607279862,-0.014744210291160798,132.956,132.108,0.009571177366202796,0.007534961862295166,134.29,132.26,57.422680412371086,-0.10419025766103118,-0.38974921600239687,131.7885,133.65517478068418,129.92182521931582,132.35089707440264,132.49096160256397,0.005777270999619777,1,0.09000000000000341,64159.4056,0,1.420000000000016,1.3457142857142859,1.420000000000016,-0.6599999999999966,0.6599999999999966,0.5500000000000114,0.21000000000000796,17,0,6,2024-09-01,1,0,1,2
2024-09-01 17:30:00,1725211800,132.32,132.85,131.87,132.65,25506.402,132.31,132.97,0.0025697226211172097,-0.002256487401278595,133.03400000000002,132.26899999999998,0.00954534012275467,0.007383470249776954,134.29,132.31,61.37071651090335,-0.06752257425293351,-0.3253038876525042,131.78050000000002,133.63003450758214,129.9309654924179,132.40527942451124,132.50122214433404,0.012286324786324965,1,0.07800000000003138,64156.17259999999,0,0.9799999999999898,1.355,0.9799999999999898,0.3300000000000125,0.3300000000000125,0.19999999999998863,0.44999999999998863,17,30,6,2024-09-01,0,0,0,1
2024-09-01 18:00:00,1725213600,132.65,135.3,132.44,134.46,64024.829000000005,132.65,132.31,0.013644930267621591,0.011205535083101514,133.06799999999998,132.606,0.0088967733483773,0.008340168809008086,134.46,132.31,65.96523330283617,0.10636262014659792,-0.23897058609268376,131.9155,134.11901370124608,129.71198629875394,132.778864983691,132.62759490921573,0.025707529178427002,1,0.03399999999996339,68155.05470000001,0,2.8600000000000136,1.4857142857142864,2.8600000000000136,1.8100000000000023,1.8100000000000023,0.8400000000000034,0.21000000000000796,18,0,6,2024-09-01,0,0,0,1
2024-09-01 18:30:00,1725215400,134.47,135.15,134.01,134.74,47127.719,134.46,132.65,0.002082403688829393,0.018365958733278065,133.42600000000002,132.922,0.006808446293613346,0.00833089552365777,134.74,132.31,63.777994157740956,0.263721531768482,-0.13843216252045062,132.0795,134.60498671703,129.55401328297,133.13543498665626,132.76387910862118,0.024015807873537076,1,0.3580000000000325,66831.6092,0,1.1400000000000148,1.490000000000003,1.1400000000000148,0.27000000000001023,0.27000000000001023,0.4099999999999966,0.46000000000000796,18,30,6,2024-09-01,0,0,0,1
2024-09-01 19:00:00,1725217200,134.75,135.92,134.52,134.7,45503.249,134.74,134.46,-0.0002968680421554515,0.01545420278929499,133.772,133.31900000000002,0.0068530614054817295,0.007813964431806276,134.74,132.31,65.82914572864294,0.3808121715660491,-0.03458329570315069,132.23049999999998,135.00433621874492,129.45666378125503,133.41990135271877,132.88879013387145,0.030367933909584588,1,0.3459999999999752,59108.250199999995,0,1.3999999999999773,1.5364285714285728,1.3999999999999773,-0.05000000000001137,0.05000000000001137,1.1699999999999875,0.1799999999999784,19,0,6,2024-09-01,0,0,0,1
2024-09-01 19:30:00,1725219000,134.7,135.33,134.21,135.23,31032.660000000003,134.7,134.74,0.003934669636228572,0.005726610144280775,134.356,133.656,0.005395974348060225,0.007575891308522982,135.23,132.65,71.01303911735187,0.5104893147514247,0.0744312263877644,132.43099999999998,135.4648157318362,129.39718426816376,133.74901019767898,133.0398359316862,0.025557409373577755,1,0.5840000000000032,55336.639500000005,0,1.1200000000000045,1.5528571428571456,1.1200000000000045,0.5300000000000011,0.5300000000000011,0.10000000000002274,0.4899999999999807,19,30,6,2024-09-01,0,0,0,1
2024-09-01 20:00:00,1725220800,135.24,136.15,135.14,135.79,45437.775,135.23,134.7,0.004141092952747227,0.007792786106575411,134.98399999999998,134.009,0.005308728144902269,0.0075917838677278466,135.79,134.46,72.42366412213718,0.6509430387314126,0.18973358885649405,132.677,135.96509719410707,129.3889028058929,134.1200992526464,133.21726587157744,0.026689853319219692,1,0.6279999999999859,55609.3551,0,1.0100000000000193,1.5735714285714326,1.0100000000000193,0.549999999999983,0.549999999999983,0.36000000000001364,0.10000000000002274,20,0,6,2024-09-01,0,-1,-1,0
2024-09-01 20:30:00,1725222600,135.79,135.86,134.46,134.97,91364.48199999999,135.79,135.23,-0.006038736283967894,0.002004454342984463,135.086,134.077,0.004201153165491484,0.006564083850627768,135.79,134.7,65.67992599444943,0.688153870468085,0.28941764517881224,132.9025,136.1689410054531,129.63605899454691,134.27462666125615,133.330345492766,0.005063668180802727,1,0.10200000000003229,50037.5385,1,1.4000000000000057,1.5728571428571476,1.4000000000000057,-0.8199999999999932,0.8199999999999932,0.0700000000000216,0.5099999999999909,20,30,6,2024-09-01,0,0,0,1
2024-09-01 21:00:00,1725224400,134.97,135.05,133.23,133.37,105433.039,134.97,135.79,-0.011854486182114488,-0.013754344450195854,134.812,134.11899999999997,0.00687847474592998,0.0069150508849514175,135.79,133.37,61.4186851211073,0.5818301190313662,0.34790013994932306,133.02249999999998,136.16396378887964,129.88103621112032,134.1101490864823,133.33290384807142,0.0031590823617901886,1,-0.2740000000000009,53522.5421,1,1.8200000000000216,1.5892857142857204,1.8200000000000216,-1.5999999999999943,1.5999999999999943,0.0800000000000125,0.14000000000001478,21,0,6,2024-09-01,0,0,0,1
2024-09-01 21:30:00,1725226200,133.36,133.97,133.12,133.85,40356.077,133.37,134.97,0.0035990102721750183,-0.014286766330363077,134.642,134.207,0.007328787525576998,0.006990296804662894,135.79,133.37,59.12007332722265,0.5301880901959919,0.3843577299986568,133.1195,136.23603299272392,130.00296700727606,134.06284925257643,133.36626489013133,0.006618034143039742,1,-0.17000000000001592,53989.138300000006,0,0.8499999999999943,1.5064285714285777,0.8499999999999943,0.4899999999999807,0.4899999999999807,0.12000000000000455,0.2400000000000091,21,30,6,2024-09-01,0,0,0,1
2024-09-01 22:00:00,1725228000,133.86,133.99,131.25,131.73,66300.49900000001,133.85,133.37,-0.015838625326858424,-0.024005334518782062,133.94199999999998,134.149,0.00898393843810364,0.008621721155280858,135.79,131.73,47.90182106096596,0.3145689725591865,0.3703999785107628,133.12849999999997,136.22693610806957,130.03006389193038,133.63869484301708,133.26069941334868,-0.004383644471317449,0,-0.700000000000017,56208.6731,0,2.740000000000009,1.6185714285714343,2.740000000000009,-2.130000000000024,2.130000000000024,0.12999999999999545,0.47999999999998977,22,0,6,2024-09-01,0,0,0,1
2024-09-01 22:30:00,1725229800,131.73,131.99,128.0,129.11,235577.689,131.73,133.85,-0.01988916723601286,-0.031941216165554454,132.606,133.79500000000002,0.009164454254042168,0.01048448257504642,134.97,129.11,30.408472012102948,-0.06695106516264104,0.28292976977608203,133.03199999999998,136.50222583824467,129.5617741617553,132.81529578065033,132.99291235442297,-0.026686769694685197,0,-1.3359999999999843,77215.8018,1,3.990000000000009,1.6878571428571487,3.990000000000009,-2.619999999999976,2.619999999999976,0.2600000000000193,1.1100000000000136,22,30,6,2024-09-01,0,0,0,1
2024-09-01 23:00:00,1725231600,129.1,130.54,127.66,128.7,241811.52399999998,129.11,131.73,-0.0031755867090079715,-0.03847590586477401,131.352,133.219,0.00955530702937288,0.008792198629568057,133.85,128.7,32.70951993490645,-0.3978063532334488,0.14678254517417585,132.9125,136.8034064023154,129.02159359768459,132.06706018416844,132.71595026704085,-0.04283801874163329,0,-1.2539999999999907,94994.4713,1,2.8799999999999955,1.7464285714285768,2.8799999999999955,-0.4000000000000057,0.4000000000000057,1.4399999999999977,1.039999999999992,23,0,6,2024-09-01,0,0,0,1
2024-09-01 23:30:00,1725233400,128.71,129.27,127.98,128.5,95839.635,128.7,129.11,-0.0015540015540014274,-0.024519851210809906,130.378,132.595,0.01000231568597144,0.008569735619493889,133.85,128.5,32.076984763432236,-0.6684444694913623,-0.01626285775893177,132.75849999999997,137.090298095115,128.42670190488494,131.4185037870469,132.44395347561886,-0.0463114145762209,0,-0.974000000000018,99865.66290000001,0,1.2900000000000063,1.778571428571434,1.2900000000000063,-0.21000000000000796,0.21000000000000796,0.5600000000000023,0.519999999999996,23,30,6,2024-09-01,1,0,1,2
2024-09-02 00:00:00,1725235200,128.5,129.6,128.27,129.09,121077.262,128.5,128.7,0.004591439688715893,-0.00015490666873219094,129.426,132.034,0.01028042398258891,0.008978309361039421,131.73,128.5,37.01612903225808,-0.8257997518074944,-0.1781702365686443,132.67649999999998,137.22656894106242,128.12643105893753,130.99513946212926,132.22756938041766,-0.041648106904231486,0,-0.9519999999999982,107423.0642,0,1.329999999999984,1.7721428571428604,1.329999999999984,0.5900000000000034,0.5900000000000034,0.5099999999999909,0.22999999999998977,0,0,0,2024-09-02,0,0,0,1
2024-09-02 00:30:00,1725237000,129.08,130.38,128.5,129.68,95502.30599999998,129.09,128.5,0.004570454721512185,0.007614607614607749,129.01600000000002,131.47899999999998,0.01002828137009536,0.009044388594174071,129.68,128.5,38.260869565217405,-0.8926074544562539,-0.32105768014616626,132.56750000000002,137.30068797651782,127.83431202348221,130.75602319628757,132.06321006555203,-0.041041189085262,0,-0.40999999999996817,113870.0288,0,1.8799999999999955,1.836428571428575,1.8799999999999955,0.5999999999999943,0.5999999999999943,0.6999999999999886,0.5800000000000125,0,30,0,2024-09-02,0,0,0,1
2024-09-02 01:00:00,1725238800,129.69,130.48,129.11,129.84,51723.944,129.68,129.09,0.0012338062924119875,0.010428015564202253,129.162,130.884,0.003520332316851033,0.008791640507197045,129.84,128.5,28.99999999999997,-0.9220139741445053,-0.44124893894583406,132.4465,137.33400189123668,127.55899810876329,130.58947352423527,131.91977715809708,-0.043817659621474214,0,0.14599999999998658,114498.6457,0,1.3699999999999761,1.7300000000000009,1.3699999999999761,0.15000000000000568,0.15000000000000568,0.6399999999999864,0.5799999999999841,1,0,0,2024-09-02,0,0,0,1
