XGBoost,CatBoost,RandomForest,DecisionTree
1.0478331441991031,1.0384511813401585,11.706669101736466,0.6395801411653952
1.0017530785873532,0.984889251068809,0.670789024729215,0.6395801411653952
0.9595762746874243,0.9397703458292523,0.4964599793294255,0.6395801411653952
0.9211140698287636,0.896522186370541,0.43683317286771467,0.6395801411653952
0.8857793848961591,0.859359851596721,0.41605431955952704,0.6395801411653952
0.8521786822937429,0.8230959307092391,0.40284895276554983,0.6395801411653952
0.8211690478026867,0.7904921709141417,0.3929278273629727,0.6395801411653952
0.7933705465868115,0.763354676071435,0.38113914726155806,0.6395801411653952
0.7671522142365574,0.740141720052246,0.3764401997330916,0.6395801411653952
0.7428326657041907,0.7177479688284535,0.37147973225659614,0.6395801411653952
0.7198538369033486,0.6980396054941771,0.3702638500170031,0.6395801411653952
0.6983851675875485,0.6781769665934609,0.36866894372239817,0.6395801411653952
0.6780123360455036,0.6598463516783121,0.36823260504775784,0.6395801411653952
0.6594010885106399,0.6426201768354546,0.36743328175812434,0.6395801411653952
0.6421956121223047,0.6272577610774475,0.36582802205173925,0.6395801411653952
0.6259797526989133,0.6140176108636599,0.367774909165362,0.6395801411653952
0.6110774370841682,0.6038085179316811,0.3668300459079698,0.6395801411653952
0.5969473851611837,0.5954300004280616,0.366136122514186,0.6395801411653952
0.5838945753639564,0.581988273849483,0.3647182017481862,0.6395801411653952
0.5721968661528081,0.5690798783294921,0.36554364795160055,0.6395801411653952
0.5603232326218859,0.558235558490725,0.37673271111484186,0.6395801411653952
0.5490435138577595,0.5473834546992593,0.37616354479999065,0.6395801411653952
0.5392362622078508,0.5389090374998626,0.3749036267356045,0.6395801411653952
0.5294528339523822,0.5307088906429905,0.3739626247082951,0.6395801411653952
0.5203019086737186,0.522187546179005,0.37270353140513723,0.6395801411653952
0.5118035269202664,0.5142466746780456,0.3722932538254938,0.6395801411653952
0.5037478461745195,0.5087610416304125,0.37263485655360384,0.6395801411653952
0.49665535303065556,0.5018496115080863,0.3714635081752454,0.6395801411653952
0.4893565124832094,0.49500814923608577,0.3698696037058222,0.6395801411653952
0.48243647479685026,0.49016495565288015,0.36953043238509015,0.6395801411653952
0.476159661274869,0.48658806780900904,0.3695859663208679,0.6395801411653952
0.469835225190036,0.48117659431446863,0.36926044931093377,0.6395801411653952
0.4638630877714604,0.4754782495716555,0.3685834172713909,0.6395801411653952
0.4585167066892609,0.4701834658593535,0.36744195924804574,0.6395801411653952
0.45334453965770083,0.4648300174970247,0.3670575707373649,0.6395801411653952
0.4487721590208821,0.45994003258438604,0.3665950863810664,0.6395801411653952
0.4440163728664629,0.45516852842678973,0.3669092469135286,0.6395801411653952
0.43967068805359305,0.4515246165968142,0.3667219293801455,0.6395801411653952
0.43509891035500914,0.4484056071474131,0.366862993878067,0.6395801411653952
0.43127184523036705,0.4443540307615142,0.366532443583901,0.6395801411653952
0.427525982982479,0.4418796843738472,0.3663441359555901,0.6395801411653952
0.424391451937845,0.43796556423474564,0.3660393736240233,0.6395801411653952
0.42145926391240207,0.4355528387076356,0.3659421757777233,0.6395801411653952
0.4183279242774006,0.4319637748678054,0.3659814541929502,0.6395801411653952
0.41517896418226885,0.4299191163339059,0.36682856462788577,0.6395801411653952
0.4122857837646734,0.42709366886050815,0.36683797265253515,0.6395801411653952
0.40965566753875465,0.42373236630755384,0.36671411057709935,0.6395801411653952
0.4071890515042469,0.42127470603187894,0.3660913209900333,0.6395801411653952
0.40512075431179256,0.4196039329642284,0.36579492378008827,0.6395801411653952
0.40281327126431277,0.4172316289754628,0.3651775815112661,0.6395801411653952
0.4011659738898743,0.41519928668004147,0.36512879077146143,0.6395801411653952
0.39930831579258663,0.4129233765486375,0.36492782579550703,0.6395801411653952
0.39757507559843364,0.4107938397320379,0.36454546023161705,0.6395801411653952
0.3960697765403893,0.4087202403419973,0.3643932160520057,0.6395801411653952
0.3941773233294953,0.4068121922550965,0.3638788834316667,0.6395801411653952
0.3924630624242127,0.40543015355890866,0.36408035608937417,0.6395801411653952
0.39081870832305865,0.40383104445017154,0.3643436175246072,0.6395801411653952
0.3891986986651318,0.40179335896086255,0.36558954551077344,0.6395801411653952
0.38776576073141766,0.4006161664767368,0.3654484538613104,0.6395801411653952
0.3863806856563315,0.3991315759534213,0.36539046064634256,0.6395801411653952
0.38484353949606886,0.3981330378817807,0.3650588513060377,0.6395801411653952
0.38367816153622697,0.39671413366398317,0.3649442447867126,0.6395801411653952
0.3825427848380059,0.39591741230345223,0.36485690557860734,0.6395801411653952
0.3816120006813435,0.3941503618040158,0.364437354984029,0.6395801411653952
0.3802480647020275,0.3926111183185238,0.36413771865100275,0.6395801411653952
0.3791075994289713,0.39127837515512087,0.3639530155838061,0.6395801411653952
0.37799396161863114,0.3898636410818972,0.3643144274241347,0.6395801411653952
0.37708006860048043,0.38954043097536994,0.3640839525619919,0.6395801411653952
0.37606574668316173,0.38846561358650267,0.36399836092249294,0.6395801411653952
0.37515888952475507,0.3874660193036895,0.3637522659997696,0.6395801411653952
0.37426173347630537,0.38677430125901135,0.3633953096831034,0.6395801411653952
0.3734993142890744,0.3862748215563431,0.3633005930259319,0.6395801411653952
0.37280554844182917,0.38524481974829233,0.3633699393975473,0.6395801411653952
0.37186973622592634,0.38431720305087275,0.3637970558047529,0.6395801411653952
0.37091906617133646,0.38306089790170705,0.3636050160754997,0.6395801411653952
0.369984918514092,0.3826106018635066,0.3629277880599392,0.6395801411653952
0.369231278852385,0.3816095675732004,0.3627673921969691,0.6395801411653952
0.36846720760368046,0.3809416465990091,0.3625895110850244,0.6395801411653952
0.36783664758404483,0.38066809957357844,0.3625374173142756,0.6395801411653952
0.3671324550246936,0.3802781482429893,0.36251393627159667,0.6395801411653952
0.36678733760345494,0.3799305885998776,0.36271724453342713,0.6395801411653952
0.3662753043419798,0.37883067567941053,0.36254392427008736,0.6395801411653952
0.3655356517716427,0.378257992112757,0.36219077736717054,0.6395801411653952
0.364863053537556,0.3776961477050312,0.3621667641502726,0.6395801411653952
0.3644347469409695,0.3772791116861704,0.3619172417748452,0.6395801411653952
0.3635409904891276,0.37677143754398984,0.361603341538583,0.6395801411653952
0.36283895438100444,0.376263342055532,0.3613883025707457,0.6395801411653952
0.3625929959482164,0.3759813817287398,0.36148736623224986,0.6395801411653952
0.362195357948076,0.37555945568261745,0.3618933764615574,0.6395801411653952
0.36163406839041273,0.3748099095214746,0.36165459136375017,0.6395801411653952
0.3609864435551572,0.37437531684060044,0.3617189630377138,0.6395801411653952
0.3606491832440952,0.37348673937284965,0.36155454151005717,0.6395801411653952
0.3602202365043922,0.3730912866839608,0.3615402737698994,0.6395801411653952
0.3598444633666077,0.3723930941517635,0.361366064118668,0.6395801411653952
0.35957339621236317,0.3715604341256042,0.3611196652820034,0.6395801411653952
0.3594975465661264,0.37140282723228785,0.36122465729566294,0.6395801411653952
0.3592835910472786,0.3709926774722458,0.3611377266541949,0.6395801411653952
0.35949178487353495,0.37037462338219346,0.3612611597496195,0.6395801411653952
0.3591326674155425,0.3700153119920842,0.3610931391260346,0.6395801411653952
0.35890438215137693,0.3693478058943463,0.3610160829395805,0.6395801411653952
0.35862214880689863,0.369242783667008,0.3610160829395805,0.6395801411653952
0.35849784284364433,0.3685138987245759,0.3610160829395805,0.6395801411653952
0.3581620390192256,0.3684545920257335,0.3610160829395805,0.6395801411653952
0.3581422862407635,0.36827299463201696,0.3610160829395805,0.6395801411653952
