XGBoost,CatBoost,RandomForest,DecisionTree
0.669340692460537,0.6759269916112176,9.527453240320314,3.4171899043429224
0.6544861768682798,0.6688897215786093,0.5602926553298112,3.4171899043429224
0.6409431422750155,0.6662769314120677,0.5608189860147837,3.4171899043429224
0.6286870116988817,0.6626549492372077,0.4322408107521081,3.4171899043429224
0.6158746058742205,0.644706708286129,0.43523969633228754,3.4171899043429224
0.6048455486694971,0.6350165175510689,0.4107829309658693,3.4171899043429224
0.6028644678493341,0.6234034700857944,0.4178310105319813,3.4171899043429224
0.5929761243363222,0.6184332262320203,0.40325092303559934,3.4171899043429224
0.5850040006140867,0.61774844397296,0.40064684372314546,3.4171899043429224
0.5766486041247845,0.5986289549461089,0.39144652408594216,3.4171899043429224
0.5694714200993379,0.5823446885738205,0.37379663003925384,3.4171899043429224
0.5636927348872026,0.5787697500235819,0.37712062637232924,3.4171899043429224
0.5568214505910873,0.5768164570950151,0.3645011171769991,3.4171899043429224
0.5544081839422385,0.5788545242285082,0.3811753771160178,3.4171899043429224
0.5471941021581491,0.5717089408328164,0.3871760906363435,3.4171899043429224
0.5392789368828138,0.5611410633560493,0.40651001630531064,3.4171899043429224
0.5366604526837667,0.5531776708550279,0.41118196396198686,3.4171899043429224
0.528678615267078,0.5529374048778615,0.40495332223714103,3.4171899043429224
0.5248926505446434,0.5533983573899569,0.3997594383150947,3.4171899043429224
0.5195832892010609,0.5551449365982932,0.40350502272966776,3.4171899043429224
0.5156387637058893,0.553386912507278,0.40652609568812786,3.4171899043429224
0.5138186880697807,0.5491612767958901,0.4073982683909165,3.4171899043429224
0.5141113226612409,0.5468113224944119,0.39500027736372106,3.4171899043429224
0.512599919612209,0.5355762528951961,0.39147199762963836,3.4171899043429224
0.506823942065239,0.5357305049535399,0.3982179579473881,3.4171899043429224
0.5067790976415077,0.5337045826303729,0.3913044189577353,3.4171899043429224
0.499397882570823,0.5264973639867662,0.3852580750411496,3.4171899043429224
0.4956854401777188,0.5193601312396608,0.3937527941622676,3.4171899043429224
0.4949836644033591,0.5217343415011063,0.39664848321510343,3.4171899043429224
0.4901964118083318,0.5209051089533229,0.38984949589739903,3.4171899043429224
0.49135787847141427,0.516657097354971,0.39174115394697057,3.4171899043429224
0.491854898010691,0.5140900269649137,0.39200133159050893,3.4171899043429224
0.48837739415466785,0.5128437009943625,0.388737596845038,3.4171899043429224
0.48685394413769245,0.5116748260164082,0.38721817500814293,3.4171899043429224
0.4854396563023329,0.509847375419015,0.38588340870274024,3.4171899043429224
0.4878847661117713,0.5077986203827027,0.38343401905272145,3.4171899043429224
0.4839793052524328,0.49673385612115245,0.38268576774377,3.4171899043429224
0.4836830422282219,0.4944703595351385,0.3823552400358264,3.4171899043429224
0.4850379666313529,0.49294532456223944,0.3770900528955778,3.4171899043429224
0.48122457166512805,0.4933340125786209,0.37046794655498005,3.4171899043429224
0.48347045108675957,0.49464423220504644,0.373495461100312,3.4171899043429224
0.4751603032151858,0.4970674276346494,0.3748729253409467,3.4171899043429224
0.47476729564368725,0.4968307222178796,0.37104663492010087,3.4171899043429224
0.4745916094010075,0.49311612111884356,0.3710215329311531,3.4171899043429224
0.47460054885596037,0.4896910922259492,0.37352012394284007,3.4171899043429224
0.4733264067520698,0.48268712184236656,0.37040418900731664,3.4171899043429224
0.4723217524588108,0.4799164159214258,0.3715640785308388,3.4171899043429224
